Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_014650695.1	100.0	0.1	Neural Network (Specific Model)	11	0.878	567444	325.0918638659931	8343340	0.72	7522	68	888843	None
GCA_014653695.1	99.51	0.3	Neural Network (Specific Model)	11	0.917	540550	322.78491137051446	9738650	0.7	9252	39	1296735	None
GCA_902805935.1	89.4	0.76	Gradient Boost (General Model)	11	0.896	21349	331.4150673159553	3869462	0.51	3491	317	66844	None
GCF_000014925.1	100.0	1.21	Neural Network (Specific Model)	11	0.899	4597686	325.613612782735	5226648	0.62	4819	3	4597686	None
GCF_000021305.1	100.0	0.49	Neural Network (Specific Model)	11	0.834	5387334	278.59173351935823	5736823	0.35	5734	3	5387334	None
GCF_000023185.1	100.0	0.58	Neural Network (Specific Model)	11	0.865	4767043	300.8740865654862	7418122	0.61	7116	6	4767043	None
GCF_000185905.1	100.0	0.04	Neural Network (Specific Model)	11	0.873	6264489	304.2875878220141	6690028	0.63	6405	2	6264489	None
GCF_000213055.1	100.0	0.81	Neural Network (Specific Model)	11	0.849	7359380	329.02892050726877	7506727	0.73	6466	2	7359380	None
GCF_000220705.2	99.98	0.3	Neural Network (Specific Model)	11	0.855	7137891	336.12798944416954	7137891	0.73	6063	1	7137891	None
GCF_000250675.2	100.0	0.68	Neural Network (Specific Model)	11	0.888	9436348	327.9279268721434	9436348	0.68	8533	1	9436348	None
GCF_000282655.1	100.0	0.12	Neural Network (Specific Model)	11	0.91	61518	320.2447346251053	5008816	0.65	4748	159	216842	None
GCF_000292795.1	100.0	0.1	Neural Network (Specific Model)	11	0.874	6256692	329.7059350905505	6300486	0.6	5577	2	6256692	None
GCF_000308455.1	100.0	0.42	Neural Network (Specific Model)	11	0.875	94687	310.6007585335019	8410401	0.68	7910	274	392035	None
GCF_000308715.1	100.0	2.94	Neural Network (Specific Model)	11	0.88	29807	306.28305121062783	9731570	0.68	9334	615	140519	None
GCF_000308755.1	99.92	1.74	Neural Network (Specific Model)	11	0.878	159154	327.94351865506565	7588197	0.68	6781	152	382971	None
GCF_000312665.1	100.0	0.18	Neural Network (Specific Model)	11	0.857	4132041	292.54096804808603	6461927	0.59	6322	7	4132041	None
GCF_000333455.1	93.97	0.13	Neural Network (Specific Model)	11	0.866	12279	279.8321641529288	5516813	0.65	5702	802	47723	None
GCF_000344615.1	99.99	0.16	Neural Network (Specific Model)	11	0.879	5549265	343.9120508982036	6265216	0.66	5344	7	5549265	None
GCF_000355695.1	100.0	0.05	Neural Network (Specific Model)	11	0.909	3063596	322.23423423423424	3063596	0.73	2886	1	3063596	None
GCF_000375585.1	100.0	0.17	Neural Network (Specific Model)	11	0.869	389860	310.21895167637336	6795637	0.62	6353	47	1301628	None
GCF_000411315.1	100.0	2.46	Neural Network (Specific Model)	11	0.89	2202507	328.0529418700625	9361238	0.71	8481	9	2949875	None
GCF_000414115.1	95.09	0.19	Neural Network (Specific Model)	11	0.884	32382	327.6889649056126	8762126	0.72	7893	568	173112	None
GCF_000415505.1	99.94	1.82	Neural Network (Specific Model)	11	0.868	23632	284.66922310756974	9848774	0.71	10040	1726	97155	None
GCF_000416235.1	100.0	0.02	Neural Network (Specific Model)	11	0.886	204989	327.9737342318991	6415949	0.59	5787	54	538515	None
GCF_000422945.1	99.48	0.0	Gradient Boost (General Model)	11	0.904	740939	339.34835128958537	3445768	0.38	3063	10	1587645	None
GCF_000427465.1	100.0	0.43	Neural Network (Specific Model)	11	0.868	3676556	313.4055590650663	6850303	0.62	6332	7	3676556	None
GCF_000470535.1	100.0	1.05	Neural Network (Specific Model)	11	0.871	22845	314.7434512557386	8008792	0.71	7406	670	118603	None
GCF_000473045.1	100.0	1.43	Neural Network (Specific Model)	11	0.855	266100	299.385230255309	8789602	0.63	8382	70	600170	None
GCF_000482545.1	99.99	0.5	Neural Network (Specific Model)	11	0.897	2708006	340.0818314661471	4660196	0.67	4106	4	2708006	None
GCF_000502955.1	99.99	1.4	Neural Network (Specific Model)	11	0.858	188383	285.51337523753836	6815839	0.62	6841	190	576037	None
GCF_000520515.1	94.35	0.29	Neural Network (Specific Model)	11	0.879	71071	296.32159624413146	3436756	0.63	3408	88	200188	None
GCF_000612585.1	100.0	0.54	Neural Network (Specific Model)	11	0.895	113086	325.1906862745098	6657797	0.61	6120	132	243926	None
GCF_000717715.1	99.99	0.21	Neural Network (Specific Model)	11	0.861	140273	310.88395363026234	8863434	0.74	8195	186	452145	None
GCF_000718015.1	100.0	0.0	Neural Network (Specific Model)	11	0.864	174156	335.4937293729373	7046907	0.73	6060	91	548778	None
GCF_000718315.1	100.0	1.94	Neural Network (Specific Model)	11	0.874	135213	318.51536960234205	8945636	0.72	8198	244	390502	None
GCF_000719265.1	100.0	0.11	Neural Network (Specific Model)	11	0.878	256192	337.97792353223485	7205477	0.72	6251	96	633816	None
GCF_000720535.1	100.0	1.07	Neural Network (Specific Model)	11	0.868	273680	331.0685840707965	7740838	0.72	6780	105	533993	None
GCF_000731095.1	100.0	0.17	Neural Network (Specific Model)	11	0.851	69839	346.89345711759506	5527310	0.67	4524	168	243038	None
GCF_000744225.1	99.99	2.54	Neural Network (Specific Model)	11	0.877	1536119	340.459126239614	8681761	0.72	7462	7	2728129	None
GCF_000768695.1	99.92	0.64	Neural Network (Specific Model)	11	0.914	56931	317.4235952199339	4087970	0.71	3933	230	238617	None
GCF_000772045.1	100.0	0.0	Neural Network (Specific Model)	11	0.884	8274043	329.98811292719165	8274043	0.72	7403	1	8274043	None
GCF_000813845.1	100.0	0.0	Neural Network (Specific Model)	11	0.905	104695	322.3494451294698	4328053	0.67	4055	83	256451	None
GCF_000829465.1	100.0	2.46	Gradient Boost (General Model)	11	0.884	205304	270.650031585597	4344717	0.51	4749	34	765106	None
GCF_000832545.1	99.99	1.97	Neural Network (Specific Model)	11	0.903	57420	330.6922513280821	5988187	0.39	5459	201	180540	None
GCF_000968015.1	100.0	0.12	Neural Network (Specific Model)	11	0.881	103435	324.36238605469373	6899099	0.59	6253	168	442244	None
GCF_001269655.1	100.0	0.99	Neural Network (Specific Model)	11	0.879	444792	336.5222164140094	6581995	0.61	5739	25	910081	None
GCF_001270495.1	99.99	0.31	Neural Network (Specific Model)	11	0.879	113641	324.7187399204387	10292007	0.7	9301	277	494926	None
GCF_001270575.1	100.0	0.1	Neural Network (Specific Model)	11	0.851	75047	315.3191104215154	8586029	0.71	7734	304	444093	None
GCF_001294335.1	100.0	0.93	Neural Network (Specific Model)	11	0.863	166063	319.27133665169356	9129105	0.71	8237	217	749976	None
GCF_001295865.1	99.99	0.04	Neural Network (Specific Model)	11	0.931	128276	355.85059101654844	4843194	0.7	4230	95	444346	None
GCF_001417735.1	100.0	0.12	Neural Network (Specific Model)	11	0.885	345609	338.3692386699191	8921218	0.72	7789	96	1111930	None
GCF_001417775.1	100.0	1.72	Neural Network (Specific Model)	11	0.858	439165	316.57062146892656	8409357	0.71	7611	62	745099	None
GCF_001418565.1	99.24	0.6	Gradient Boost (General Model)	11	0.875	19214	320.25213821416355	9608680	0.7	8769	859	89542	None
GCF_001418645.1	98.51	0.55	Neural Network (Specific Model)	11	0.872	10145	304.66670484480585	9132025	0.71	8731	1411	67537	None
GCF_001421245.1	99.99	0.19	Neural Network (Specific Model)	11	0.894	244193	323.89221085759243	4135713	0.66	3813	34	993192	None
GCF_001421705.1	100.0	0.01	Neural Network (Specific Model)	11	0.898	375388	337.47237569060775	4483623	0.69	3982	28	1086378	None
GCF_001421745.1	100.0	0.09	Neural Network (Specific Model)	11	0.888	618321	323.7984720758693	4143790	0.65	3796	15	1130942	None
GCF_001423185.1	100.0	0.51	Neural Network (Specific Model)	11	0.917	2812449	329.4701249321021	3961764	0.7	3682	3	2812449	None
GCF_001424005.1	100.0	0.81	Neural Network (Specific Model)	11	0.888	1232793	327.87243556023145	4201813	0.66	3802	7	1609742	None
GCF_001424385.1	99.98	0.09	Neural Network (Specific Model)	11	0.911	699744	322.72347362181387	3580776	0.71	3374	12	955769	None
GCF_001425235.1	100.0	2.33	Neural Network (Specific Model)	11	0.89	733612	309.4383903133903	5851492	0.65	5616	14	1033020	None
GCF_001427145.1	99.78	0.06	Neural Network (Specific Model)	11	0.928	1753123	338.6501420903063	3460379	0.7	3167	5	1753123	None
GCF_001427865.1	99.73	0.17	Neural Network (Specific Model)	11	0.905	2360932	312.5591036414566	3692460	0.64	3570	5	2360932	None
GCF_001428105.1	99.48	2.75	Neural Network (Specific Model)	11	0.876	222054	341.0696327683616	8257780	0.45	7080	60	528861	None
GCF_001428685.1	100.0	0.11	Neural Network (Specific Model)	11	0.863	510486	326.7655477491543	4361984	0.68	3843	11	1135822	None
GCF_001428745.1	100.0	0.4	Neural Network (Specific Model)	11	0.922	1071516	324.92503242542153	4067614	0.69	3855	7	1086373	None
GCF_001429605.1	99.97	0.0	Neural Network (Specific Model)	11	0.912	614079	327.76221498371336	4294604	0.71	3991	9	749815	None
GCF_001463705.1	99.81	0.84	Neural Network (Specific Model)	11	0.883	124958	319.3796704571826	4667655	0.68	4309	94	246678	None
GCF_001513965.1	100.0	1.3	Neural Network (Specific Model)	11	0.874	265228	330.8466236460014	9835283	0.71	8678	129	827550	None
GCF_001514235.1	100.0	0.01	Neural Network (Specific Model)	11	0.882	556829	335.24524756852344	10290495	0.71	9048	64	1155197	None
GCF_001514285.1	100.0	0.13	Neural Network (Specific Model)	11	0.874	556575	336.3695652173913	9379038	0.72	8142	52	1418159	None
GCF_001514495.1	100.0	0.01	Neural Network (Specific Model)	11	0.86	252857	322.48405885959534	7329063	0.47	6524	63	912437	None
GCF_001542405.1	100.0	8.92	Neural Network (Specific Model)	11	0.864	121201	292.8771467970415	8099863	0.59	7977	152	421028	None
GCF_001590865.1	99.76	0.31	Gradient Boost (General Model)	11	0.854	355562	327.3473271353864	7904619	0.71	6884	99	1071319	None
GCF_001595725.1	100.0	0.95	Neural Network (Specific Model)	11	0.818	5243635	275.48137038206505	6390500	0.35	6334	9	5243635	None
GCF_001612765.1	100.0	0.05	Neural Network (Specific Model)	11	0.876	150833	317.9630703494583	7124189	0.68	6553	113	316661	None
GCF_001648575.1	99.97	4.25	Neural Network (Specific Model)	11	0.845	291736	276.58181437251204	4677891	0.41	4773	67	441180	None
GCF_001652265.1	100.0	1.36	Neural Network (Specific Model)	11	0.857	98758	280.69542781711266	8177111	0.61	8333	472	391372	None
GCF_001664485.1	100.0	0.02	Neural Network (Specific Model)	11	0.869	4640005	306.38103892170227	6972593	0.61	6603	6	4640005	None
GCF_001693515.2	100.0	0.44	Neural Network (Specific Model)	11	0.848	8377719	300.042399696241	8377719	0.63	7901	1	8377719	None
GCF_001703635.1	100.0	0.03	Neural Network (Specific Model)	11	0.89	357799	319.81878276726695	4723612	0.66	4387	50	649118	None
GCF_001704635.1	100.0	1.37	Neural Network (Specific Model)	11	0.885	72375	333.8161997718342	8907947	0.72	7889	276	296212	None
GCF_001715295.1	100.0	0.03	Neural Network (Specific Model)	11	0.852	1709508	333.74884674525885	6866218	0.72	5853	16	2190966	None
GCF_001757995.1	100.0	1.61	Neural Network (Specific Model)	11	0.822	162273	270.10474742355126	5823728	0.35	5919	143	475284	None
GCF_001865245.1	100.0	0.13	Neural Network (Specific Model)	11	0.837	49045	303.6689483509645	6978886	0.73	6428	240	272380	None
GCF_001870435.1	100.0	8.96	Neural Network (Specific Model)	11	0.897	302172	334.1205542725173	7247216	0.59	6495	66	699084	None
GCF_001889165.1	99.98	0.21	Neural Network (Specific Model)	11	0.793	4344873	277.4005285920231	4361276	0.36	4162	2	4344873	None
GCF_001896135.2	98.65	0.06	Neural Network (Specific Model)	11	0.833	758978	294.78624739997554	8643493	0.71	8173	81	1501466	None
GCF_001905505.1	99.99	0.05	Neural Network (Specific Model)	11	0.885	1447359	340.8082210804055	8308206	0.71	7201	14	1630915	None
GCF_001938565.1	100.0	0.22	Neural Network (Specific Model)	11	0.89	332335	301.09355246523387	4007233	0.59	3955	20	1059282	None
GCF_001976065.1	100.0	0.79	Neural Network (Specific Model)	11	0.885	698561	330.56536420646404	6963567	0.6	6219	19	1452356	None
GCF_001983975.1	100.0	0.24	Neural Network (Specific Model)	11	0.881	10029028	368.61751322100605	10184660	0.71	8131	8	10029028	None
GCF_002007485.1	100.0	0.06	Neural Network (Specific Model)	11	0.818	2601172	318.2814881219184	2601172	0.45	2231	1	2601172	None
GCF_002025705.1	100.0	0.36	Neural Network (Specific Model)	11	0.887	6137024	334.5958034235229	6137024	0.63	5433	1	6137024	None
GCF_002151125.1	100.0	0.23	Neural Network (Specific Model)	11	0.916	339261	323.66678333916695	3024150	0.73	2857	18	493499	None
GCF_002195995.1	100.0	2.86	Gradient Boost (General Model)	11	0.889	74873	314.5687301806149	7688332	0.7	7253	233	349136	None
GCF_002197665.1	100.0	0.31	Neural Network (Specific Model)	11	0.896	560089	321.2814371257485	3584790	0.65	3340	16	1523224	None
GCF_002277895.1	99.99	0.15	Neural Network (Specific Model)	11	0.878	4003789	309.7510838690387	7070317	0.59	6689	3	4003789	None
GCF_002284565.1	100.0	0.51	Neural Network (Specific Model)	11	0.864	269395	297.2137131405668	7196835	0.62	6986	52	899489	None
GCF_002294985.1	100.0	0.31	Neural Network (Specific Model)	11	0.866	694617	298.495995995996	6184184	0.63	5994	29	868732	None
GCF_002354875.1	100.0	0.07	Neural Network (Specific Model)	11	0.879	8131572	343.02300503235085	8131572	0.74	6955	1	8131572	None
GCF_002374855.1	99.99	0.36	Neural Network (Specific Model)	11	0.911	538704	324.30631907055823	3760237	0.69	3529	36	927053	None
GCF_002531905.1	100.0	0.21	Neural Network (Specific Model)	11	0.866	242699	302.0547213398787	7236292	0.61	6926	113	437670	None
GCF_002803155.1	100.0	1.41	Neural Network (Specific Model)	11	0.855	249698	318.20277538726333	10358718	0.72	9296	81	788354	None
GCF_002812725.1	99.99	1.45	Neural Network (Specific Model)	11	0.915	432960	323.05341821201216	3817759	0.68	3613	10	1188149	None
GCF_002846395.1	99.99	0.39	Neural Network (Specific Model)	11	0.879	1319063	337.03606642449404	4430618	0.51	3854	14	1611883	None
GCF_002855495.1	99.84	0.21	Neural Network (Specific Model)	11	0.91	73925	323.8735239279055	3428691	0.64	3218	105	218009	None
GCF_002893625.1	100.0	0.04	Gradient Boost (General Model)	11	0.887	569830	321.17812576461955	4432295	0.67	4087	35	1200165	None
GCF_002929555.1	100.0	0.19	Neural Network (Specific Model)	11	0.908	218936	324.82084432717676	4061870	0.68	3790	39	782934	None
GCF_002936985.1	100.0	0.45	Neural Network (Specific Model)	11	0.902	53003	322.1911550771021	3679576	0.7	3437	141	157835	None
GCF_002940685.1	99.99	2.09	Neural Network (Specific Model)	11	0.874	328373	309.07953265765764	7523713	0.63	7104	82	609993	None
GCF_003020115.1	100.0	0.98	Neural Network (Specific Model)	11	0.856	452838	298.63914964108227	7575111	0.64	7244	70	952659	None
GCF_003033885.1	100.0	0.85	Neural Network (Specific Model)	11	0.884	5948615	330.8356267672008	5948615	0.6	5305	1	5948615	None
GCF_003046475.1	100.0	0.42	Neural Network (Specific Model)	11	0.864	583305	313.011572980633	4592697	0.65	4234	22	756899	None
GCF_003047295.1	99.99	0.12	Neural Network (Specific Model)	11	0.926	375448	320.1426154218032	4284245	0.72	4137	31	1004883	None
GCF_003075415.1	100.0	5.69	Gradient Boost (General Model)	11	0.844	70985	274.8953719477569	6863978	0.61	7044	357	315064	None
GCF_003096675.1	97.17	2.62	Gradient Boost (General Model)	11	0.903	321665	315.91618446431704	5971662	0.75	5703	50	995106	None
GCF_003097655.1	99.99	0.02	Neural Network (Specific Model)	11	0.872	172969	331.8283989652199	3966695	0.35	3479	65	665298	None
GCF_003151075.1	100.0	0.73	Neural Network (Specific Model)	11	0.873	6730253	321.98194056805124	6730253	0.59	6091	1	6730253	None
GCF_003236305.1	99.99	0.24	Neural Network (Specific Model)	11	0.895	21133	314.05482102547563	6518152	0.71	6202	561	122618	None
GCF_003236315.1	100.0	0.03	Neural Network (Specific Model)	11	0.887	23584	313.4687907313541	7306627	0.72	6905	609	121136	None
GCF_003248355.1	99.99	2.45	Neural Network (Specific Model)	11	0.883	3945785	330.83890845070425	7648131	0.72	6816	4	3945785	None
GCF_003290225.1	99.99	2.4	Neural Network (Specific Model)	11	0.895	6243355	334.6406390235146	6243355	0.6	5571	1	6243355	None
GCF_003293595.1	100.0	0.01	Neural Network (Specific Model)	11	0.931	3158783	330.3842530282638	3158783	0.7	2972	1	3158783	None
GCF_003386205.1	99.93	0.3	Neural Network (Specific Model)	11	0.883	255223	332.0202342917998	6342800	0.51	5634	65	901919	None
GCF_003386235.1	99.81	6.86	Gradient Boost (General Model)	11	0.89	209110	368.5526836344455	9401845	0.54	7583	78	511148	None
GCF_003416885.1	99.99	0.05	Neural Network (Specific Model)	11	0.873	253131	326.03843042071196	2764764	0.71	2472	45	373812	None
GCF_003570905.1	92.68	6.74	Gradient Boost (General Model)	11	0.858	363239	290.8953176730254	6426246	0.53	6343	65	1814954	None
GCF_003590645.1	99.98	0.0	Neural Network (Specific Model)	11	0.887	4837821	306.08692866296457	4837821	0.62	4682	1	4837821	None
GCF_003611035.1	100.0	0.87	Neural Network (Specific Model)	11	0.902	4385465	327.9657142857143	4385465	0.68	4025	1	4385465	None
GCF_003612935.1	100.0	0.36	Neural Network (Specific Model)	11	0.887	6791087	335.5125980310362	6791087	0.62	5993	1	6791087	None
GCF_003634095.1	99.92	0.51	Neural Network (Specific Model)	11	0.885	563493	327.80046343975283	4312407	0.67	3884	19	936214	None
GCF_003651225.1	100.0	0.04	Neural Network (Specific Model)	11	0.919	947782	325.45	3118122	0.71	2940	6	1023058	None
GCF_003710085.1	100.0	0.0	Neural Network (Specific Model)	11	0.921	4041717	324.43226311667974	4041717	0.73	3831	1	4041717	None
GCF_003725745.1	86.67	0.44	Neural Network (Specific Model)	11	0.812	6935567	289.73243692400666	7054598	0.72	6619	2	6935567	None
GCF_003732265.1	100.0	2.33	Neural Network (Specific Model)	11	0.883	613277	306.10948787927435	6467184	0.59	6229	485	1362246	None
GCF_003751785.1	99.96	0.05	Neural Network (Specific Model)	11	0.904	1906797	328.21863799283153	3338185	0.73	3069	4	1906797	None
GCF_003752465.1	99.64	0.22	Neural Network (Specific Model)	11	0.925	2962035	320.8890838890839	2962035	0.73	2849	1	2962035	None
GCF_003813775.1	99.97	0.99	Neural Network (Specific Model)	11	0.896	2657541	368.6976874300634	6609774	0.54	5362	4	3036097	None
GCF_003857015.1	99.99	0.97	Neural Network (Specific Model)	11	0.875	15140	276.75695627484384	6673183	0.72	7044	795	111409	None
GCF_003857035.1	100.0	0.08	Neural Network (Specific Model)	11	0.893	37596	317.9749478079332	7149450	0.71	6706	345	146758	None
GCF_003939025.1	99.99	0.24	Neural Network (Specific Model)	11	0.87	297932	302.6623396934626	6665510	0.61	6394	68	471923	None
GCF_003952485.1	100.0	4.19	Neural Network (Specific Model)	11	0.859	7348390	299.69833594083343	7348390	0.63	7031	1	7348390	None
GCF_003984645.1	100.0	0.21	Neural Network (Specific Model)	11	0.91	304230	319.89051878354206	5882526	0.67	5590	125	693634	None
GCF_003989515.1	99.99	0.12	Neural Network (Specific Model)	11	0.898	30871	306.2442817932296	3349123	0.72	3279	254	133461	None
GCF_003991875.1	100.0	0.17	Neural Network (Specific Model)	11	0.915	3555647	329.45556566575675	3555647	0.71	3297	1	3555647	None
GCF_004023625.1	100.0	2.31	Neural Network (Specific Model)	11	0.851	275254	324.7352201945143	10446772	0.7	9151	131	569530	None
GCF_004125265.1	99.99	0.0	Neural Network (Specific Model)	11	0.846	8610875	325.6414859137372	9244118	0.71	8022	3	8610875	None
GCF_004341105.1	99.98	1.35	Neural Network (Specific Model)	11	0.878	1097054	303.09753726506807	6381079	0.6	6172	21	1176080	None
GCF_004348335.1	96.11	2.42	Gradient Boost (General Model)	11	0.897	27024	312.7049219687875	8697534	0.72	8330	610	142838	None
GCF_005233515.1	100.0	0.15	Neural Network (Specific Model)	11	0.881	658196	335.3898916967509	6000531	0.6	5263	26	1010540	None
GCF_005434915.1	100.0	0.26	Neural Network (Specific Model)	11	0.913	945114	326.4853762734144	3258548	0.63	3043	8	1365867	None
GCF_005876855.1	100.0	0.34	Neural Network (Specific Model)	11	0.895	107156	322.7352874346739	4755882	0.66	4401	86	269417	None
GCF_006346325.1	99.94	0.01	Neural Network (Specific Model)	11	0.921	2450518	317.98916967509024	2861919	0.66	2770	6	2450518	None
GCF_006386545.1	100.0	0.02	Neural Network (Specific Model)	11	0.912	118595	335.8877970341254	6173731	0.69	5597	208	375603	None
GCF_006438845.1	99.99	0.11	Neural Network (Specific Model)	11	0.923	1234100	333.4101163619093	4554645	0.66	4211	13	1287085	None
GCF_006440775.1	100.0	0.36	Neural Network (Specific Model)	11	0.86	264841	299.7496723460026	6373736	0.63	6104	61	546875	None
GCF_006442205.1	100.0	0.12	Neural Network (Specific Model)	11	0.882	515906	311.6145975443383	6203973	0.63	5864	35	1072198	None
GCF_006715225.1	100.0	0.07	Neural Network (Specific Model)	11	0.898	4404006	327.84653588279116	4404006	0.66	4027	1	4404006	None
GCF_006715565.1	100.0	0.23	Neural Network (Specific Model)	11	0.927	3572005	323.015761821366	3572005	0.7	3426	1	3572005	None
GCF_007290395.1	100.0	0.43	Neural Network (Specific Model)	11	0.88	7304136	309.61718411552346	7304136	0.64	6925	1	7304136	None
GCF_007713465.1	99.99	0.01	Neural Network (Specific Model)	11	0.885	175970	322.4855599031116	5859860	0.59	5367	48	501106	None
GCF_007859635.1	99.91	0.21	Neural Network (Specific Model)	11	0.908	3403025	303.2515427563914	3403025	0.65	3403	1	3403025	None
GCF_008017415.1	100.0	0.0	Neural Network (Specific Model)	11	0.926	2139879	330.8339873226683	3545086	0.7	3313	2	2139879	None
GCF_008042045.1	100.0	0.11	Neural Network (Specific Model)	11	0.858	1120392	315.0225943646996	8271816	0.73	7524	292	3614466	None
GCF_008042075.1	99.82	0.03	Neural Network (Specific Model)	11	0.874	1367314	327.9312925170068	9904848	0.71	8820	190	2282663	None
GCF_008123515.1	100.0	0.61	Neural Network (Specific Model)	11	0.851	126158	297.7283161756005	8854489	0.63	8451	186	436932	None
GCF_008271805.1	100.0	1.52	Neural Network (Specific Model)	11	0.876	110600	321.20788162906535	7492674	0.71	6826	174	383519	None
GCF_008710745.1	99.99	1.01	Neural Network (Specific Model)	11	0.914	1213818	328.7327011788826	4201324	0.68	3902	9	1811712	None
GCF_008806345.1	99.95	0.09	Neural Network (Specific Model)	11	0.845	193578	297.0815850815851	5875670	0.7	5577	80	411776	None
GCF_008923185.1	97.05	4.52	Gradient Boost (General Model)	11	0.878	345172	315.03572145294	10704726	0.7	9966	51	761826	None
GCF_009192745.1	100.0	0.08	Neural Network (Specific Model)	11	0.91	651167	330.3850627486991	3553729	0.66	3267	13	1434066	None
GCF_009600315.1	100.0	0.84	Neural Network (Specific Model)	11	0.89	100990	320.8439477013918	5121438	0.57	4742	218	302045	None
GCF_009650765.1	100.0	2.35	Neural Network (Specific Model)	11	0.875	8341671	331.2654253873335	8341671	0.72	7358	1	8341671	None
GCF_009739905.1	99.99	0.0	Neural Network (Specific Model)	11	0.888	7078240	332.3432599398067	7078240	0.73	6313	1	7078240	None
GCF_009741265.1	99.98	1.29	Neural Network (Specific Model)	11	0.893	4768651	327.65410250517124	4781388	0.65	4351	2	4768651	None
GCF_009761815.1	100.0	0.03	Neural Network (Specific Model)	11	0.883	76949	328.78603760445685	6411688	0.6	5744	161	327297	None
GCF_009865385.1	97.58	6.54	Neural Network (Specific Model)	11	0.864	21568	314.8419705694178	8524421	0.72	7815	809	131757	None
GCF_009913435.1	99.29	0.5	Neural Network (Specific Model)	11	0.888	2869229	302.5910478128179	3005093	0.68	2949	2	2869229	None
GCF_010367585.1	99.99	4.61	Neural Network (Specific Model)	11	0.882	4753805	319.8227351916376	4989141	0.65	4592	2	4753805	None
GCF_010450875.1	100.0	0.79	Neural Network (Specific Model)	11	0.892	3356547	312.1909829179502	3742477	0.67	3571	5	3356547	None
GCF_010993735.1	99.89	0.27	Neural Network (Specific Model)	11	0.889	256968	316.32038109471324	5702301	0.64	5353	36	612505	None
GCF_011045115.1	100.0	0.04	Neural Network (Specific Model)	11	0.889	551741	311.0199439591231	6357320	0.61	6067	64	727010	None
GCF_011326735.1	99.42	0.15	Gradient Boost (General Model)	11	0.927	225404	327.7465023317788	3177191	0.74	3002	21	618615	None
GCF_011927785.1	99.98	0.17	Neural Network (Specific Model)	11	0.892	6933450	334.0433446546984	6933450	0.71	6183	1	6933450	None
GCF_011947235.1	98.32	0.23	Gradient Boost (General Model)	11	0.893	204945	323.5251223491028	6649555	0.71	6130	86	1132619	None
GCF_012273535.1	100.0	1.09	Neural Network (Specific Model)	11	0.854	12127650	312.47466353536265	12127650	0.7	11071	1	12127650	None
GCF_012641395.1	99.99	2.71	Neural Network (Specific Model)	11	0.865	489311	291.51565351677664	7188837	0.6	7123	92	978129	None
GCF_012927115.1	100.0	0.16	Neural Network (Specific Model)	11	0.919	3274587	312.66310525119343	4480713	0.66	4399	5	3274587	None
GCF_013314535.1	100.0	0.49	Neural Network (Specific Model)	11	0.815	118145	264.13401157691635	5537824	0.36	5701	218	590838	None
